Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Vendor DUNS,Vendor Name,Vendor City,Vendor State,Vendor ZIP Code,Global DUNS Number,Global Vendor Name,Additional Reporting Code,Additional Reporting Description,
"0002","W912JC12D5316","1","0","DO Delivery Order","$600.00","Feb 20, 2015",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Y1EZ","CONSTRUCTION OF OTHER INDUSTRIAL BUILDINGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0002","W912JC12D5316","2","0","DO Delivery Order","$8,624.00","Jun 3, 2015",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Y1EZ","CONSTRUCTION OF OTHER INDUSTRIAL BUILDINGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0002","W912JC12D5316","3","0","DO Delivery Order","$328.30","Aug 7, 2015",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Y1EZ","CONSTRUCTION OF OTHER INDUSTRIAL BUILDINGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0003","N6600199D5016","0","0","DO Delivery Order","$31,954.00","Feb 5, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0003","W912JC07D5317","0","0","DO Delivery Order","$554,331.00","Nov 6, 2007",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0003","W912JC12D5316","0","0","DO Delivery Order","$178,925.00","Sep 26, 2014",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Y1EZ","CONSTRUCTION OF OTHER INDUSTRIAL BUILDINGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0003","W912JC07D5317","1","0","DO Delivery Order","$25,212.30","Sep 5, 2008",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0003","W912JC12D5316","1","0","DO Delivery Order","$3,000.00","Feb 20, 2015",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Y1EZ","CONSTRUCTION OF OTHER INDUSTRIAL BUILDINGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0003","N6600199D5016","2","0","DO Delivery Order","-$29,302.00","May 11, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0003","W912JC07D5317","2","0","DO Delivery Order","$4,202.59","Apr 2, 2009",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0003","W912JC12D5316","2","0","DO Delivery Order","$3,921.50","Jun 3, 2015",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Y1EZ","CONSTRUCTION OF OTHER INDUSTRIAL BUILDINGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0003","W912JC07D5317","3","0","DO Delivery Order","$0.00","Jun 3, 2009",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0003","W912JC12D5316","3","0","DO Delivery Order","$328.30","Aug 7, 2015",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Y1EZ","CONSTRUCTION OF OTHER INDUSTRIAL BUILDINGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0004","N6600199D5016","0","0","DO Delivery Order","$282,862.00","Mar 4, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0004","W912JC07D5317","0","0","DO Delivery Order","$413,489.00","Aug 8, 2008",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0004","N6600199D5016","4","0","DO Delivery Order","$8,166.00","Dec 27, 2004",,"1700","DEPT OF THE NAVY","NIWC PACIFIC","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0005","N6600199D5016","0","0","DO Delivery Order","$52,897.00","Mar 11, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0005","W912JC07D5317","0","0","DO Delivery Order","$238,923.00","Aug 8, 2008",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0005","W912JC07D5317","1","0","DO Delivery Order","$0.00","Aug 26, 2008",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0006","N6600199D5016","0","0","DO Delivery Order","$89,600.00","Mar 11, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0006","W912JC07D5317","0","0","DO Delivery Order","$298,305.00","Sep 25, 2009",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z111","MAINT-REP-ALT/OFFICE BLDGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0006","N6600199D5016","1","0","DO Delivery Order","$49,466.00","Aug 17, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0006","W912JC07D5317","1","0","DO Delivery Order","$0.00","Dec 18, 2009",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z111","MAINT-REP-ALT/OFFICE BLDGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0007","N6600199D5016","0","0","DO Delivery Order","$155,995.00","Mar 11, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0007","W912JC07D5317","0","0","DO Delivery Order","$276,954.60","Sep 25, 2009",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z152","MAINT-REP-ALT/MAINT BLDGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0007","W912JC07D5317","1","0","DO Delivery Order","$91,954.40","Apr 22, 2010",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z152","MAINT-REP-ALT/MAINT BLDGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0007","W912JC07D5317","2","0","DO Delivery Order","$0.00","Jun 25, 2010",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z152","MAINT-REP-ALT/MAINT BLDGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0008","N6600199D5016","0","0","DO Delivery Order","$34,637.00","Apr 19, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0008","W912JC07D5317","0","0","DO Delivery Order","$427,925.00","Sep 29, 2009",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0008","W912JC07D5317","1","0","DO Delivery Order","-$2,266.00","Jan 7, 2011",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0009","N6600199D5016","0","0","DO Delivery Order","$76,381.00","Mar 29, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0009","W912JC07D5317","0","0","DO Delivery Order","$176,027.00","Sep 15, 2010",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Y119","CONSTRUCT/OTHER ADMIN & SVCS BLDGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0010","N6600199D5016","0","0","DO Delivery Order","$50,000.00","Mar 29, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0010","W912JC07D5317","0","0","DO Delivery Order","$160,090.00","Sep 15, 2010",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Y199","CONSTRUCT/MISC BLDGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0010","N6600199D5016","1","0","DO Delivery Order","$48,000.00","Apr 27, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0010","N6600199D5016","7","0","DO Delivery Order","$8,313.00","Nov 19, 2004",,"1700","DEPT OF THE NAVY","NIWC PACIFIC","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0011","N6600199D5016","0","0","DO Delivery Order","$54,602.00","Mar 29, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0011","W912JC07D5317","0","0","DO Delivery Order","$159,581.00","Sep 15, 2010",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Y119","CONSTRUCT/OTHER ADMIN & SVCS BLDGS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0011","N6600199D5016","2","0","DO Delivery Order","-$2,324.00","Jun 20, 2006",,"1700","DEPT OF THE NAVY","NIWC PACIFIC","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0012","N6600199D5016","0","0","DO Delivery Order","$99,028.00","Mar 31, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0012","W912JC07D5317","0","0","DO Delivery Order","$184,031.00","Sep 26, 2011",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0012","N6600199D5016","3","0","DO Delivery Order","$6,046.00","Dec 8, 2004",,"1700","DEPT OF THE NAVY","NIWC PACIFIC","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0013","N6600199D5016","0","0","DO Delivery Order","$130,625.00","May 28, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0013","W912JC07D5317","0","0","DO Delivery Order","$170,820.00","Sep 26, 2011",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0014","N6600199D5016","0","0","DO Delivery Order","$53,164.00","May 13, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0014","W912JC07D5317","0","0","DO Delivery Order","$170,707.00","Sep 26, 2011",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0015","N6600199D5016","0","0","DO Delivery Order","$34,975.00","Aug 25, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0015","W912JC07D5317","0","0","DO Delivery Order","$233,428.00","Sep 26, 2011",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0015","N6600199D5016","1","0","DO Delivery Order","$1,766.00","Nov 22, 2004",,"1700","DEPT OF THE NAVY","NIWC PACIFIC","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0016","N6600199D5016","0","0","DO Delivery Order","$31,958.00","Sep 2, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0016","W912JC07D5317","0","0","DO Delivery Order","$233,428.00","Sep 26, 2011",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z299","MAINT, REP/ALTER/ALL OTHER","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0017","N6600199D5016","0","0","DO Delivery Order","$76,991.00","Sep 2, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0017","W912JC07D5317","0","0","DO Delivery Order","$81,956.00","Jul 11, 2012",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z2BG","REPAIR OR ALTERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0017","N6600199D5016","1","0","DO Delivery Order","$29,996.00","Sep 21, 1999",,"1700","DEPT OF THE NAVY","SPACE AND NAVAL WARFARE SYSTEMS","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0017","W912JC07D5317","1","0","DO Delivery Order","$0.00","Oct 24, 2012",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z2BG","REPAIR OR ALTERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
"0017","N6600199D5016","2","0","DO Delivery Order","$1,408.00","Nov 23, 2004",,"1700","DEPT OF THE NAVY","NIWC PACIFIC","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",,,"119076719","INTEGRATED SYSTEMS CONTROL, IN","VIRGINIA BEACH","VA","23462","119076719","INTEGRATED SYS SBA",,,
"0017","W912JC07D5317","2","0","DO Delivery Order","$0.00","Dec 6, 2012",,"2100","DEPT OF THE ARMY","W7M9 USPFO ACTIVITY KS ARNG","S","Z2BG","REPAIR OR ALTERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","799064659","SBA CONSTRUCTION COMPANY INCORPORATED","WICHITA","KS","672132938","799064659","SBA CONSTRUCTION COMPANY",,,
